13,"President Donald Trump and Israeli Prime Minister Benjamin Netanyahu hold a joint press conference at the White House.",cnn
6,"President Donald Trump told Israeli Prime Minister Benjamin Netanyahu Wednesday that the US is going to push for a peace deal with the Palestinians and asked Israel ""to hold back"" on settlement construction.",cnn
6,"President Donald Trump told Israeli newspaper Israel Hayom, that he is ""not somebody that believes that going forward with ... settlements is a good thing for peace,"" in an interview billed as his first with Israeli media since taking office.",cnn
6,President Trump hosts world leaders. Michael Flynn has resigned. There will be high-stakes cabinet votes and more executive actions. We're covering Trump's fourth week in office here.,cnn
6,"Israel is at a crossroads: two states or not two states. Of course, the world does not expect a deal to be made tomorrow -- or even soon. But it does want to hear from Israel that there has been no paradigm shift, no retreat to the old dream of a Greater Israel by annexation, and no abandonment of the commitment to Palestinian statehood.",cnn
9,"Iowa Rep. Steve King says General Michael Flynn has been subject to ""political assassination.""",cnn
6,"Like parents around the country, Jeanette Vizguerra kissed her kids last night and sent them to bed. But unlike many moms, she may not be there when they get home from school today.",cnn
6,"High-level advisers close to then-presidential nominee Donald Trump were in constant communication during the campaign with Russians known to US intelligence, multiple current and former intelligence, law enforcement and administration officials tell CNN.",cnn
6,"Former national security adviser Michael Flynn's security clearance has been suspended ""pending review,"" a Defense Intelligence Agency spokesman told CNN Wednesday.",cnn
6,"The Defense Department might propose that the US send conventional ground combat forces into northern Syria for the first time to speed up the fight against ISIS, CNN has learned.",cnn
6,The ex-wife of Labor Secretary nominee Andy Puzder is privately telling senators that she made a mistake decades ago in leveling domestic abuse charges against him and appearing in disguise on Oprah Winfrey's TV show to talk about her situation.,cnn
6,"CNN's Jake Tapper discusses how President Donald Trump handled the resignation of National Security Adviser Michael Flynn, and how Trump's comments claiming the media was creating ""conspiracy theories"" were false.",cnn
6,"Here are all the reasons Andy Puzder, Trump's pick for Labor secretary, is having a no good, very bad time getting confirmed.",cnn
6,"Earmarks, the simultaneously hated and beloved DC tool that lets lawmakers direct money to specific programs and projects, may be coming back.",cnn
6,"The number of hate groups in America spiked in 2016, according to the Southern Poverty Law Center.",cnn
6,"Andrew Puzder has withdrawn as President Donald Trump's choice for labor secretary, a dramatic decision caused by a GOP revolt that claimed the first Cabinet nominee of the new administration.",cnn
6,White House senior policy adviser Stephen Miller has garnered attention in recent weeks as one of the chief architects behind President Donald Trump's executive order temporarily banning travel from seven Muslim-majority countries.,cnn
6,"There is some poetic justice in seeing the man who was made President because of leaks potentially hobbled by ones that may legitimately reveal wrongdoing, writes Paul Begala.",cnn
6,"As the fallout from Michael Flynn's resignation continues, former national security adviser to Hillary Clinton, Jake Sullivan, says no one from the Clinton campaign ever reached out to Russia during the 2016 presidential campaign.",cnn
6,Two top House Republicans asked the Inspector General on Wednesday to investigate leaks surrounding the ouster of former national security adviser Michael Flynn.,cnn
6,"CNN's Jim Acosta, Sara Murray and Joe Johns all received the cold shoulder when they attempted to ask President Donald Trump for comment on reported contacts between his senior advisers and suspected Russian operatives during his campaign.",cnn
6,"""Tomorrow's world will be different -- and it is very near."" Those were the words of Israeli Prime Minister Benjamin Netanyahu as he dismissed last month's Mideast peace conference in Paris as ""useless,"" instead focusing on the inauguration of US President Donald Trump just days later.",cnn
5,Workers at Boeing's South Carolina plant go to polls to vote on whether to unionize.,cnn
6,"The organizers of the Women's March on Washington have set the date for their general strike, dubbed ""A Day Without A Woman,"" for March 8, which is International Women's Day.",cnn
6,"Washington, DC, restaurants and schools are preparing for a ""Day Without Immigrants"" protest Thursday, but so far, policymakers who live in the nation's capital haven't taken much notice.",cnn
6,"In the end, Andrew Puzder had too much baggage -- both personal and professional -- to be confirmed as President Donald Trump's Cabinet.",cnn
3,"President Donald Trump rejected the long-established US framework for Middle East peacemaking at a White House visit with Israeli Prime Minister Benjamin Netanyahu Wednesday as he announced his desire to reach ""the ultimate deal.""",cnn
6,Sen. Ted Cruz (R-TX) says he thinks former US Ambassador to the United Nations John Bolton is a strong candidate for President Trump's national security adviser.,cnn
6,"Trump's administration remains largely unfilled four weeks into his presidency, with just 34 of nearly 700 key Senate-confirmed positions having a candidate announced",cnn
6,"A leading foreign policy expert cautioned Friday that the Trump administration's departure from traditional US foreign policy positions has created ""real doubts"" among allies.",cnn
6,The vacant spot atop the National Security Council is triggering anxiety that the White House is ill-prepared to face a sudden foreign policy crisis amid fresh concern about politics at play in the Situation Room.,cnn
3,China moves quickly to grant Trump a trademark he's been seeking for a decade.,cnn
5,"Heavy rains slammed Southern California on Friday, killing two people, downing power lines and leaving cars submerged on the streets.",cnn
3,"A suspect in the death of the North Korean leader's half brother thought she was participating in a television show when she squirted liquid in his face, police said.",cnn
5,"Columbia University mistakenly emailed 277 master's program applicants that they were accepted, only to quickly rescind the offer, blaming it on ""human error.""",cnn
5,"There's a Russian spy ship off the coast of Connecticut. Crammed with eavesdropping equipment, the Viktor Leonov's visit is the latest in a string of provocations.",cnn
5,"Vice President Mike Pence assures allies that the United States will be ""unwavering"" in its commitment to NATO.",cnn
5,"CNN's Fareed Zakaria says Sen. John McCain's speech at a security conference was ""directly about Donald Trump.""",cnn
3,A suspect in the murder of Kim Jong Nam is accused of spraying him in the face with a potentially lethal substance from a perfume bottle. The woman told police she thought it was a harmless prank. CNN's Brian Todd reports.,cnn
6,Plenty of reporters say his White House is in 'chaos.' But there's one big thing going right for him right now: The U.S. economy.,cnn
5,"There is currently less sea ice surrounding the Antarctic continent than at any point since reliable records began in 1979, taking away a key argument from climate change skeptics.",cnn
10,"DriveTribe, the content startup aimed at motoring enthusiasts, was launched last year by former Top Gear presenters Jeremy Clarkson, Richard Hammond and James..",techcrunch
5,"Seeking to assuage European fears about refreshed Washington-Moscow ties, Vice President Mike Pence told leaders here Saturday that the United States would hold Russia accountable for its actions even as it works to locate new areas for cooperation.",cnn
6,"Sen. John McCain slammed President Donald Trump's attacks on the media this week by noting dictators ""get started by suppressing free press.""",cnn
6,"While trust in the media overall is low, audiences do have significant levels of trust in the media outlets Trump is attacking, Frida Ghitis writes",cnn
10,"This week, the CRISPR-Cas9 patent case came to a close, an encrypted messaging app went open source and Facebook announced some big changes to its video..",techcrunch
10,Snap is about to embark on its investor roadshow as it prepares to go public at the beginning of March. And a new video gives a glimpse at how they will be..,techcrunch
10,"It probably comes as no surprise: Theranos, the blood testing technology company once worth billions, is struggling to survive. With no revenue, no money set..",techcrunch
5,"Secretary of Education Betsy DeVos is receiving protection from the United States Marshals Service, a spokeswoman for the group told CNN Saturday.",cnn
10,"Tesla actually makes a lot of data available to vehicle owners via APIs and other endpoints, but it's not always easy to find and make use of that info. Enter..",techcrunch
3,"Omar Abdel-Rahman, an Egyptian-born cleric serving a life sentence for plotting the 1993 bombing at the World Trade Center and other terror attacks in New York, has died, a prison spokesman said. He was 78.",cnn
3,"Norma McCorvey, known as ""Jane Roe,"" the plaintiff in Roe v. Wade, the US Supreme Court case that established a constitutional right to abortion, has died, a priest close to her family said.",cnn
5,Some Pentagon officials believe Russia is testing President Donald Trump with aggressive moves across the globe.,cnn
6,"After a month of arduous and, at times, turbulent governing, President Donald Trump is ready for what he really loves: Campaigning.",cnn
10,"There are many toys on the market today that promise to teach kids programming skills, and a good percentage require the use of a connected tablet or..",techcrunch
6,"Norma McCorvey was the focus of the ""Roe v Wade"" case but later called her role ""a mistake"".",bbc-news
5,"Geert Wilders heads polls ahead of the 15 March election, but his lead is narrowing.",bbc-news
6,Secretary of State Rex Tillerson has reassigned a majority of the staff meant to work most closely with the top US diplomat in what career officials at the State Department fear is the start of a major reorganization.,cnn
5,"The day-old chicks were abandoned in a field, sparking an investigation by the RSPCA.",bbc-news
6,The PM agrees to meet the boss of France's PSA Group to discuss a planned UK takeover of Vauxhall.,bbc-news
6,Protesters accuse the government of reneging on its promise to allow more migrants into Spain.,bbc-news
6,Ray Woodhall said he suffered so many cardiac arrests a nurse apologised for having to beat his chest so much.,bbc-news
10,"Microsoft's founder warns a virus, possibly created by terrorists, could have a catastrophic effect.",bbc-news
6,The Labour leader opposes Tony's Blair's call for a movement to challenge the Brexit decision.,bbc-news
6,"Omar Abdel Rahman - who was serving a life sentence in the US - dies in prison, his family says.",bbc-news
9,Late drama as Shaun Cummings puts 10-man Millwall ahead in the last minute against Leicester City in their FA Cup fifth-round tie.,bbc-sport
9,Lincoln become the first non-league side in 103 years to reach the FA Cup quarter-finals with a dramatic last-minute win over Burnley.,bbc-news
9,Live text coverage plus BBC Radio 5 live sports extra and Radio Merseyside commentary of Warrington Wolves v Brisbane Broncos.,bbc-sport
9,Judd Trump will face Stuart Bingham in the Welsh Open final after the Englishmen enjoy comfortable wins in the last four.,bbc-sport
9,"Laura Muir breaks Dame Kelly Holmes' British record to win the women's 1,000m at the Birmingham Indoor Grand Prix.",bbc-sport
9,"Non-league side Lincoln achieve a 'football miracle' by reaching the FA Cup quarter-finals, while Millwall knock out Leicester.",bbc-sport
9,British number one Johanna Konta withdraws from the Dubai Duty Free Championships with a foot injury.,bbc-sport
9,Sean Raggett heads Lincoln City ahead in the 89th minute against Burnley in the FA Cup fifth round at Turf Moor.,bbc-sport
9,Celtic restore a 27-point advantage at the top of the Scottish Premiership with victory over Motherwell.,bbc-sport
9,"Mo Farah takes victory in the 5,000m at the Birmingham Grand Prix to win the final indoor race of his career.",bbc-sport
5,Treat yourself … or others.,bloomberg
10,"Elon Musk’s Space Exploration Technologies Corp. halted the launch of its second rocket in as many months on Saturday, about 10 seconds before its scheduled liftoff.",bloomberg
5,"Shortly after Vice President Mike Pence pledged to “hold Russia to account” while looking for common ground in a speech to European allies, a hawkish Russian legislator reached out to shake his hand as he passed through a crowded hotel corridor.",bloomberg
6,"President Donald Trump’s revised executive order on immigration will be “more streamlined” than its predecessor, U.S. Homeland Security Secretary John Kelly said, as the administration seeks a way to avoid the ensnaring of lawful U.S. entrants that led to parts of the original edict being blocked by federal courts.",bloomberg
13,Competitors relieved that Kraft Heinz Co. snubbed them for Unilever may want to skip the celebration.,bloomberg
6,"A free and at times adversarial press is essential “if you want to preserve democracy,” Republican Senator John McCain said in response to President Donald Trump’s description of the media as the enemy of the American people.",bloomberg
5,"The U.S. policy of maintaining sanctions and military pressure on North Korea while refusing to talk to the country isn’t working and will only make matters worse, a Chinese official said Saturday, venting Beijing’s impatience with the stalemate over its isolated neighbor.",bloomberg
3,"Microsoft co-founder Bill Gates joined the United Nations to warn world leaders about a new series of threats shaping up as megatrends, led by global warming, superbugs and artificial intelligence.",bloomberg
13,"South Korean police on Saturday led Jay Y. Lee, hands bound with rope, into a special prosecutors office after arresting the de facto head of the country’s largest industrial conglomerate in a corruption probe that includes allegations of bribery.",bloomberg
6,"Foreign Minister Sergei Lavrov pushed back against accusations that Russian hackers meddled in last year’s U.S. presidential election, saying no one had put forward any proof and former President Barack Obama’s administration ignored repeated overtures to discuss cyber-security norms.",bloomberg
3,Study finds that mothers are increasingly staying in part-time jobs instead of returning to full-time work,bloomberg
6,"President Donald Trump’s adult sons, who now manage his sprawling business empire, were guests of honor at the launch of a new luxury golf course in Dubai, the first opening of a Trump-branded property since Inauguration Day.",bloomberg
5,"Poland needs more U.S. forces on its soil to bolster defenses against Russia and welcomes U.S. Vice President Mike Pence’s assurance that the U.S. is committed to the NATO alliance, the country’s defense minister said.",bloomberg
5,Russian Foreign Minister Sergei Lavrov told reporters on Saturday that a ceasefire will go into effect for Eastern Ukraine on Monday.,cnn
3,Boris Johnson delivered a Brexit-inspired English lesson to a roomful of diplomats in Germany.,bloomberg
3,"French far-right leader Marine Le Pen denied an allegation by the European Union’s fraud office that she gave her aides fake parliamentary jobs, after she became the second main contender in the nation’s presidential race to become embroiled in a funding controversy.",bloomberg
9,"Watch the best of the goals from Saturday's FA Cup action, including a Rudy Gestede volley for Middlesbrough and a cheeky free-kick from Oxford United's Chris Maguire.",bbc-sport
6,The US president invited a supporter on to the stage at his rally in Florida.,bbc-news
9,"Michael Watson, who was left partially disabled after a boxing match, needed hospital treatment.",bbc-news
3,Protesters accuse the government of reneging on its promise to allow more refugees into Spain.,bbc-news
3,"Kurdish mourners gather at Heathrow Airport to pay tribute to Briton Ryan Lock, who died fighting so-called Islamic State in Syria.",bbc-news
6,"The event, unusual for a sitting president, echoes those held during Mr Trump's successful campaign.",bbc-news
9,"Warrington get the first win for an English club over Australian opponents since 2012, beating Brisbane in the World Club Series.",bbc-sport
9,Ten-man Millwall secure a stunning upset with a last-minute winner to beat Premier League champions Leicester City and reach the quarter-finals of the FA Cup.,bbc-sport
9,"Michael Watson, who was left partially disabled after a boxing match, needed hospital treatment.",bbc-sport
9,"Leicester City need ""soldiers and gladiators"" to save their season after their FA Cup exit, says manager Claudio Ranieri.",bbc-sport
6,"Melbourne, Fla. (AP) -- Just four weeks into his administration, President Donald Trump appeared at a campaign rally that mirrored the months leading up to Election Day, complete with promises to repeal the health care law, insults for the news media and a playlist highlighted by the Rolling Stones.",bloomberg
10,"SpaceX delayed its launch Saturday morning ""out of an abundance of caution."" The private space firm will try again Sunday morning.",cnn
5,"Bullish​ is TechCrunch's premiere talk show about tech, startups and diversity. Airing Wednesdays 10 AM ET / 7 AM PT.",techcrunch
6,"President Trump had a supporter in the crowd join him on stage to deliver remarks during his rally in Melbourne, Florida.",cnn
13,Here’s how you can profit from its work.,bloomberg
6,"President Donald Trump, after a month of arduous and, at times, turbulent governing, got what he came for Saturday during a dusk rally here: Campaign-level adulation.",cnn
13,It’s an exclusive enclave for China’s aspiring masters of the universe.,bloomberg
6,"Party leader accepts 'share of responsibility' for by-election loss but is ""determined"" to stay on.",bbc-news
9,"The American coach of Olympic champion Mo Farah may have broken anti-doping rules to boost the performance of some of his athletes, says a leaked report.",bbc-news
6,The US president has traditionally attended and it will still go ahead in Mr Trump's absence.,bbc-news
3,"A UK watchdog says so-called Islamic State plans ""indiscriminate attacks on innocent civilians"".",bbc-news
15,"Twenty-eight people are injured, some seriously, but police say terrorism is not suspected.",bbc-news
3,Senior Tory Lord Heseltine says he will rebel against ministers when peers debate the Brexit bill.,bbc-news
3,"Caroline Wyatt said the ""brain fog began to lift"" after she paid for treatment in Mexico.",bbc-news
